"ID","Name","BB_Percentage_MLB","BB_Percentage_MiLB","K_Percentage_MLB","K_Percentage_MiLB","BB_to_K_MLB","BB_to_K_MiLB","AVG_MLB","AVG_MiLB","OBP_MLB","OBP_MiLB","SLG_MLB","SLG_MiLB","OPS_MLB","OPS_MiLB","ISO_MLB","ISO_MiLB","Spd_MLB","Spd_MiLB","BABIP_MLB","BABIP_MiLB","wSB_MLB","wSB_MiLB","wRC_MLB","wRC_MiLB","wRAA_MLB","wRAA_MiLB","wOBA_MLB","wOBA_MiLB","wRCplus_MLB","wRCplus_MiLB"
"6267","Jake Fox",0.051,0.12,0.199,0.313,0.25,0.68,0.237,0.47,0.288,0.582,0.425,0.867,0.714,0.879,0.188,0.241,2,5.4,0.259,0.508,-0.3,0.2,56,67,-6.3,20.9,0.309,0.635,85,222
"6274","Carlos Quentin",0.092,0.256,0.159,0.132,0.58,1.6,0.252,0.417,0.347,0.634,0.484,0.746,0.831,0.968,0.232,0.229,3.1,2.6,0.255,0.422,-3,0.1,480,12,101.9,3.8,0.361,0.618,121,229
"6288","Colin Curtis",0.063,0.137,0.234,0.202,0.27,0.96,0.186,0.454,0.25,0.571,0.288,0.751,0.538,0.972,0.102,0.241,2.2,7,0.233,0.488,0,-0.2,3,45,-3.9,-1.1,0.245,0.592,43,211
"629","Brandon Barnes",0.053,0.105,0.281,0.356,0.19,0.42,0.242,0.356,0.29,0.445,0.357,0.604,0.647,0.726,0.114,0.168,4.9,6.9,0.331,0.437,-4.2,0.1,113,48,-28.4,1.7,0.285,0.468,68,137
"6310","Alcides Escobar",0.041,0.085,0.137,0.252,0.3,0.58,0.259,0.49,0.295,0.554,0.347,0.662,0.642,0.721,0.087,0.096,6.2,10.1,0.296,0.56,13.4,2.2,525,76,-169.2,-1.2,0.281,0.545,72,159
"6341","Luis Jimenez",0.018,0.067,0.28,0.188,0.06,0.54,0.217,0.415,0.253,0.468,0.268,0.701,0.521,0.833,0.051,0.205,3.4,8.5,0.306,0.437,-0.9,0.1,8,69,-10.3,8.4,0.235,0.513,47,161
"6343","Ryan Adams",0.063,0.114,0.26,0.331,0.24,0.57,0.281,0.396,0.333,0.491,0.326,0.572,0.659,0.734,0.045,0.116,1.3,4.9,0.391,0.538,-0.1,-0.7,9,64,-1.3,10.3,0.299,0.488,82,157
"6352","Ryan Sweeney",0.078,0.139,0.146,0.104,0.54,1.07,0.276,0.299,0.333,0.418,0.38,0.414,0.713,0.538,0.104,0.067,3.9,2.3,0.317,0.316,-2,-0.2,259,20,-11.7,2.9,0.315,0.397,94,85
"6364","Danny Valencia",0.067,0.117,0.202,0.239,0.33,0.78,0.268,0.409,0.317,0.493,0.426,0.693,0.742,0.835,0.157,0.202,2.7,4.8,0.311,0.45,-6.3,-0.6,382,48,12,10.7,0.321,0.529,101,181
"6368","Adam Jones",0.045,0.144,0.186,0.414,0.24,0.7,0.277,0.6,0.317,0.728,0.454,1.07,0.771,0.898,0.177,0.234,4.3,12.4,0.308,0.692,0.1,-0.8,955,152,83.3,36.4,0.332,0.776,105,260
"6371","Henry Rodriguez",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,-0.5,0,0,0,-100,-188
"6387","Michael Bourn",0.084,0.154,0.211,0.374,0.4,0.77,0.266,0.371,0.329,0.497,0.357,0.498,0.687,0.611,0.091,0.079,7.7,9.9,0.339,0.478,25.9,1.3,554,16,-55.9,-0.3,0.306,0.466,88,117
"6400","Kirk Nieuwenhuis",0.11,0.194,0.328,0.397,0.34,0.82,0.221,0.453,0.311,0.602,0.384,0.832,0.695,0.859,0.164,0.235,4.4,9.1,0.316,0.544,-2.9,0.2,118,59,-9,12.2,0.305,0.643,92,231
"6402","Brent Morel",0.056,0.107,0.184,0.231,0.3,0.71,0.227,0.431,0.273,0.511,0.328,0.617,0.601,0.797,0.101,0.13,3.9,7.2,0.264,0.5,-0.5,0.2,53,44,-27.8,7.1,0.267,0.512,60,168
"6403","Argenis Diaz",0.083,0.098,0.278,0.268,0.3,0.52,0.242,0.369,0.306,0.445,0.273,0.483,0.578,0.653,0.03,0.078,1.1,6.1,0.348,0.45,-0.4,-1.1,2,39,-1.9,-6.7,0.255,0.429,55,115
"6421","Roger Bernadina",0.082,0.138,0.213,0.317,0.38,0.7,0.236,0.413,0.307,0.521,0.354,0.564,0.661,0.698,0.118,0.089,6,7.9,0.288,0.521,5.7,1.3,141,56,-26.6,6.3,0.295,0.5,81,153
"6441","Lastings Milledge",0.063,0.115,0.173,0.234,0.36,0.69,0.269,0.457,0.328,0.564,0.395,0.928,0.723,1.002,0.125,0.331,4.6,8.2,0.312,0.449,-1.6,0.3,187,17,-12.2,4.9,0.318,0.659,92,258
"6444","Andy LaRoche",0.091,0.231,0.156,0.285,0.58,1.75,0.226,0.549,0.304,0.722,0.336,0.823,0.64,0.824,0.111,0.144,3.7,7,0.255,0.62,-0.5,-0.2,116,59,-42.3,14.4,0.287,0.703,73,240
"6448","Jim Adduci",0.067,0.094,0.258,0.313,0.26,0.52,0.232,0.355,0.283,0.422,0.336,0.496,0.619,0.608,0.104,0.091,5.8,7.5,0.307,0.438,0.3,1.1,35,45,-14.7,2.9,0.272,0.418,66,109
"6453","Andy Dirks",0.071,0.124,0.163,0.238,0.44,1.04,0.276,0.424,0.332,0.513,0.413,0.615,0.745,0.786,0.137,0.126,5.1,7.6,0.314,0.503,0,0.8,129,27,10.1,2.8,0.326,0.514,103,174
"6461","Jamie Hoffmann",0,0.172,0.214,0.265,0,1.14,0.154,0.478,0.143,0.62,0.346,0.702,0.489,0.788,0.192,0.131,1.6,9.4,0.143,0.554,0,0.4,0,89,-3,6.1,0.194,0.602,13,194
"6533","Luis Durango",0.095,0.178,0.135,0.173,0.7,1.62,0.292,0.455,0.361,0.578,0.292,0.53,0.653,0.804,0,0.057,6.2,8.3,0.345,0.522,0.9,0.4,8,51,-0.8,5.5,0.304,0.523,93,168
"6547","Jordy Mercer",0.072,0.132,0.172,0.274,0.42,0.76,0.256,0.374,0.315,0.485,0.386,0.528,0.701,0.638,0.129,0.098,3,5.3,0.296,0.443,-3.9,-0.3,353,40,-42.5,-1.1,0.3,0.467,88,132
"6564","Bobby Wilson",0.067,0.131,0.217,0.257,0.31,0.98,0.203,0.413,0.258,0.506,0.304,0.605,0.562,0.629,0.101,0.102,1.5,2.6,0.245,0.484,-1.8,-0.8,64,36,-57.5,-0.3,0.249,0.491,52,125
"6582","Nate Freiman",0.063,0.132,0.179,0.324,0.35,0.78,0.256,0.447,0.309,0.551,0.408,0.773,0.717,0.888,0.152,0.226,1.3,4.3,0.287,0.543,-0.2,-0.1,33,90,0.6,15.6,0.315,0.588,101,201
"6589","Sean Rodriguez",0.077,0.103,0.266,0.339,0.29,0.53,0.226,0.268,0.301,0.358,0.379,0.478,0.681,0.524,0.154,0.119,5,3.7,0.288,0.321,-1.1,0.1,294,32,-40.6,7.4,0.3,0.374,88,82
"6592","Brandon Wood",0.043,0.162,0.29,0.468,0.15,0.66,0.186,0.498,0.225,0.622,0.289,0.914,0.513,0.825,0.103,0.226,3.3,8.7,0.24,0.603,0.6,2.5,30,119,-57.2,21.7,0.228,0.665,36,204
"6596","Ryan Jackson",0.051,0.126,0.256,0.26,0.2,0.76,0.061,0.372,0.114,0.475,0.061,0.484,0.175,0.66,0,0.074,2.6,5.4,0.087,0.453,0,-0.5,-3,51,-7,-0.5,0.09,0.447,-53,127
"6601","Luke Montz",0.107,0.207,0.304,0.323,0.35,1.06,0.163,0.363,0.25,0.524,0.347,0.664,0.597,0.829,0.184,0.214,0.6,3.8,0.194,0.409,0,-0.4,4,41,-2.5,3,0.265,0.539,60,176
"6609","Freddy Galvis",0.057,0.072,0.201,0.202,0.28,0.51,0.246,0.348,0.292,0.406,0.387,0.503,0.68,0.63,0.141,0.104,4.6,6.8,0.287,0.39,0.3,-0.2,417,31,-84.5,-10.4,0.292,0.416,80,110
"6617","Greg Halman",0.025,0.105,0.355,0.514,0.07,0.29,0.207,0.339,0.233,0.436,0.302,0.633,0.535,0.73,0.095,0.201,6.6,9.6,0.31,0.529,0.7,1.3,6,49,-7.7,0.6,0.237,0.475,49,138
"6623","Ryan Lollis",0.077,0.121,0.077,0.181,1,1.03,0.167,0.449,0.231,0.539,0.167,0.585,0.397,0.735,0,0.09,4.6,6.8,0.182,0.501,0.2,-0.1,0,49,-1.3,0.7,0.188,0.511,15,154
"6635","Kevin Mattison",0,0.108,0.4,0.384,0,0.48,0,0.35,0,0.448,0,0.535,0,0.646,0,0.122,0.1,12,0,0.457,0,3.5,-1,54,-1.3,-6.2,0,0.451,-100,115
"6652","Chase d'Arnaud",0.06,0.145,0.254,0.202,0.24,1.11,0.222,0.396,0.273,0.518,0.316,0.619,0.59,0.767,0.095,0.154,7,11.5,0.294,0.442,1.5,2.3,41,49,-28.4,2.7,0.259,0.518,59,162
"6677","JB Shuck",0.067,0.171,0.11,0.176,0.61,1.74,0.243,0.486,0.296,0.608,0.314,0.625,0.61,0.748,0.071,0.085,5,8.6,0.268,0.541,-1.9,-1.2,101,95,-45,8.4,0.271,0.566,70,171
"6732","Zoilo Almonte",0.04,0.118,0.221,0.299,0.18,0.68,0.211,0.39,0.242,0.48,0.282,0.626,0.523,0.769,0.07,0.165,4,6.9,0.259,0.463,0.3,0.2,7,59,-9.2,9.3,0.233,0.501,40,162
"6740","Johnny Giavotella",0.048,0.169,0.132,0.198,0.37,1.39,0.255,0.424,0.294,0.551,0.359,0.581,0.653,0.739,0.104,0.105,4.8,7.4,0.285,0.479,-0.6,0.4,121,79,-32.4,13,0.285,0.524,78,166
"6746","Josh Prince",0.111,0.203,0.111,0.282,1,1.02,0.125,0.333,0.222,0.501,0.25,0.458,0.472,0.673,0.125,0.081,2.6,7.9,0.143,0.398,0,1.7,0,41,-0.7,-1.9,0.218,0.462,27,134
"6748","Travis Tartamella",0,0.079,0,0.387,0,0.34,0.5,0.311,0.5,0.378,0.5,0.396,1,0.528,0,0.062,0.1,2.7,0.5,0.422,0,-0.2,0,7,0.2,-9.7,0.44,0.36,186,61
"6777","Tyler Pastornicky",0.063,0.114,0.179,0.165,0.35,0.99,0.243,0.396,0.295,0.485,0.314,0.519,0.608,0.699,0.071,0.086,4.8,9.2,0.295,0.442,-0.2,1.9,21,41,-9.2,0.3,0.271,0.468,67,142
"6788","Josh Satin",0.127,0.175,0.281,0.286,0.45,0.88,0.243,0.486,0.346,0.608,0.351,0.764,0.696,1.011,0.108,0.211,1.9,3.2,0.347,0.592,-0.5,-0.9,32,66,0.2,19.3,0.314,0.617,102,238
"6806","Josmil Pinto",0.108,0.122,0.266,0.258,0.41,0.73,0.252,0.389,0.336,0.483,0.436,0.657,0.772,0.787,0.184,0.186,1.7,4,0.313,0.436,-0.6,-0.4,38,45,6.6,8.6,0.341,0.516,116,175
"6827","Justin Maxwell",0.096,0.139,0.311,0.456,0.31,0.58,0.22,0.347,0.303,0.476,0.399,0.612,0.702,0.724,0.179,0.18,5.9,8.9,0.294,0.485,0.8,1.3,127,38,-7.8,6.1,0.308,0.49,91,141
"6835","Nick Buss",0.064,0.103,0.227,0.191,0.28,0.8,0.18,0.402,0.229,0.487,0.3,0.609,0.529,0.769,0.12,0.147,5.2,9.5,0.224,0.447,0,0,5,73,-7.8,4.4,0.23,0.492,41,149
"6848","Eduardo Nunez",0.045,0.099,0.133,0.183,0.34,0.61,0.276,0.39,0.31,0.457,0.404,0.575,0.714,0.717,0.128,0.134,6.3,6.1,0.302,0.429,11.1,0.7,329,21,-19.6,-3.8,0.308,0.471,90,146
"6867","Derek Norris",0.089,0.208,0.246,0.332,0.36,0.88,0.23,0.379,0.304,0.549,0.38,0.722,0.684,0.87,0.15,0.229,3.9,6.1,0.284,0.437,1.4,0.3,221,74,-27,19.7,0.3,0.571,91,208
"6870","Eddy Rodriguez",0.286,0.075,0.429,0.385,0.67,0.29,0.2,0.307,0.429,0.382,0.8,0.534,1.229,0.661,0.6,0.169,0.1,2.4,0,0.378,0,-0.1,2,18,1,-7.9,0.491,0.413,222,104
"6876","Mark Trumbo",0.068,0.102,0.248,0.286,0.27,0.53,0.249,0.424,0.302,0.499,0.459,0.824,0.761,0.953,0.21,0.29,3.2,4.2,0.287,0.453,-3.6,-0.4,542,53,36.9,8,0.326,0.574,106,203
"6878","Chris Coghlan",0.095,0.179,0.184,0.153,0.51,2.19,0.258,0.459,0.334,0.585,0.398,0.677,0.731,0.876,0.14,0.151,5.3,6.4,0.306,0.5,-1.9,0.9,340,37,8.4,9.5,0.322,0.573,99,206
"6880","Nick Noonan",0.058,0.144,0.239,0.25,0.24,0.96,0.193,0.352,0.239,0.472,0.234,0.51,0.473,0.685,0.041,0.111,2.3,6.3,0.25,0.405,-0.5,0.9,4,43,-13.3,-6.3,0.206,0.457,29,129
"6885","Ian Desmond",0.065,0.107,0.236,0.26,0.28,0.7,0.263,0.455,0.315,0.54,0.427,0.718,0.742,0.825,0.164,0.16,5.6,7.2,0.321,0.519,9.8,0.5,707,41,25,3.8,0.321,0.561,96,192
"6887","Martin Maldonado",0.08,0.103,0.254,0.279,0.32,0.58,0.212,0.324,0.29,0.434,0.348,0.448,0.638,0.594,0.137,0.076,1.9,4,0.263,0.387,-3.3,-0.3,260,19,-87.5,-4.7,0.28,0.415,73,99
"6898","Dave Sappelt",0.062,0.107,0.146,0.211,0.43,0.77,0.251,0.414,0.301,0.494,0.343,0.634,0.644,0.784,0.092,0.152,3.5,7.9,0.292,0.459,-0.2,-0.6,24,50,-6.3,7.1,0.285,0.509,75,163
"6908","Clint Robinson",0.098,0.14,0.158,0.236,0.62,0.87,0.257,0.419,0.336,0.525,0.384,0.714,0.72,0.871,0.127,0.209,1.7,4.4,0.284,0.46,-0.3,-0.4,68,102,0.1,27.3,0.316,0.55,96,192
"6938","Eric Campbell",0.104,0.152,0.226,0.194,0.46,1.5,0.223,0.408,0.312,0.529,0.31,0.6,0.622,0.772,0.087,0.128,3.7,6.1,0.281,0.462,0.2,-0.3,45,54,-13.1,10,0.282,0.517,80,174
"6962","Ryan Kalish",0.064,0.167,0.218,0.242,0.29,1.3,0.245,0.4,0.297,0.523,0.349,0.634,0.645,0.815,0.103,0.169,7.1,6.9,0.311,0.456,0.9,1,38,36,-9.9,5.2,0.286,0.529,74,181
"6968","Denis Phipps",0.091,0.089,0.364,0.327,0.25,0.41,0.3,0.355,0.364,0.431,0.7,0.581,1.064,0.733,0.4,0.165,2.6,7.2,0.4,0.436,0,-0.1,2,45,1.1,0.2,0.444,0.457,182,134
"6978","Juan Francisco",0.074,0.062,0.344,0.319,0.22,0.29,0.236,0.429,0.297,0.477,0.439,0.735,0.736,0.845,0.203,0.21,2.5,5.9,0.323,0.502,-2.7,0.1,126,73,5,12.5,0.32,0.536,100,185
"6984","Luis Garcia",0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,-0.8,0,0,0,-100,-188
"7002","Will Middlebrooks",0.052,0.081,0.263,0.385,0.2,0.33,0.228,0.468,0.272,0.53,0.391,0.688,0.663,0.78,0.163,0.136,3.5,4.9,0.277,0.589,-0.4,0.1,112,55,-25.2,7.7,0.288,0.548,76,184
"7087","Caleb Joseph",0.053,0.09,0.234,0.276,0.23,0.54,0.222,0.334,0.27,0.406,0.351,0.522,0.621,0.566,0.128,0.118,2.7,3.3,0.272,0.377,-1.1,-0.2,109,34,-48.8,1.8,0.271,0.413,67,101
"7095","Chris Dickerson",0.101,0.224,0.282,0.474,0.36,0.89,0.257,0.53,0.335,0.702,0.395,0.839,0.73,0.821,0.139,0.166,6.7,12.4,0.352,0.7,3.5,2,97,61,2.4,12.8,0.325,0.696,97,244
"7099","Rene Tosoni",0.074,0.103,0.222,0.274,0.33,0.54,0.203,0.382,0.275,0.471,0.343,0.588,0.618,0.781,0.14,0.158,3.6,5.7,0.24,0.454,-0.9,-0.4,15,29,-5.8,-0.4,0.277,0.487,70,155
"7125","Alberto Rosario",0.045,0.064,0.136,0.23,0.33,0.45,0.171,0.353,0.209,0.412,0.22,0.447,0.429,0.605,0.049,0.067,1.6,5.2,0.2,0.418,0,-0.1,1,15,-4.6,-8.4,0.192,0.396,15,90
"7168","Juan Centeno",0.065,0.104,0.194,0.192,0.33,0.82,0.223,0.364,0.278,0.448,0.323,0.458,0.601,0.585,0.1,0.054,2.2,4.4,0.266,0.416,0,0,28,20,-15.9,-4.1,0.264,0.418,61,101
"7178","Konrad Schmidt",0.118,0.089,0.118,0.256,1,0.55,0.067,0.459,0.176,0.535,0.067,0.653,0.243,0.766,0,0.122,1.6,4.6,0.077,0.529,0,-0.5,-1,64,-2.5,5.8,0.135,0.532,-32,165
"7185","Logan Forsythe",0.097,0.242,0.214,0.325,0.45,1.12,0.244,0.4,0.326,0.624,0.369,0.631,0.695,0.793,0.125,0.127,4,5.7,0.298,0.532,-0.5,0.6,385,38,-25.9,7.4,0.307,0.585,93,203
"7215","David Lough",0.052,0.065,0.168,0.168,0.31,0.52,0.254,0.401,0.3,0.46,0.371,0.597,0.671,0.735,0.117,0.138,5.8,7.7,0.293,0.437,-2.3,-0.1,79,53,-11.8,9.3,0.295,0.478,83,146
"7216","Cesar Puello",0.081,0.09,0.264,0.283,0.31,0.46,0.246,0.422,0.354,0.528,0.347,0.598,0.701,0.77,0.102,0.113,3.6,8.2,0.333,0.505,0.3,2.3,24,63,-1,14.4,0.313,0.517,96,174
"7223","Alex Castellanos",0,0.098,0.302,0.349,0,0.43,0.171,0.399,0.186,0.495,0.39,0.692,0.576,0.82,0.22,0.2,5.1,10.4,0.185,0.498,0,1.5,2,66,-2.5,15.4,0.242,0.527,51,178
"7226","Matt Davidson",0.079,0.154,0.342,0.439,0.23,0.62,0.223,0.374,0.292,0.51,0.433,0.666,0.726,0.771,0.211,0.188,1.3,3.7,0.294,0.456,-1.4,-0.9,121,104,-6.5,17.9,0.31,0.527,94,163
"7244","Tyler Moore",0.059,0.126,0.275,0.338,0.21,0.62,0.228,0.348,0.278,0.454,0.401,0.641,0.679,0.747,0.173,0.198,2.1,4,0.283,0.41,0.1,-0.1,82,67,-15.4,15.1,0.293,0.488,81,159
"7250","Collin Cowgill",0.076,0.124,0.26,0.268,0.29,0.76,0.234,0.42,0.297,0.505,0.329,0.672,0.627,0.831,0.096,0.182,5,6.7,0.31,0.485,-0.7,0.7,65,52,-18.7,7.4,0.282,0.517,79,168
"7254","Joe Inglett",0.072,0.24,0.16,0.19,0.45,3.2,0.283,0.73,0.342,0.888,0.392,1.08,0.734,1.07,0.109,0.193,6.5,9.7,0.337,0.777,1.5,-0.7,107,46,-1.1,16.9,0.326,0.879,96,367
"7287","Carlos Gonzalez",0.081,0.136,0.223,0.297,0.36,0.76,0.285,0.47,0.343,0.576,0.5,0.846,0.843,0.857,0.215,0.23,5.7,7.7,0.333,0.519,7.3,-0.2,825,63,183,12.1,0.359,0.618,111,201
"7290","Jake Elmore",0.095,0.188,0.152,0.195,0.63,1.46,0.215,0.409,0.292,0.555,0.275,0.546,0.567,0.756,0.06,0.102,2,7.7,0.249,0.469,-3.9,-1,36,69,-24.6,5.4,0.257,0.511,57,158
"7304","Salvador Perez",0.036,0.049,0.177,0.147,0.2,0.48,0.27,0.431,0.302,0.478,0.463,0.646,0.765,0.757,0.193,0.136,2.2,2.9,0.288,0.441,-2.1,-0.2,566,26,39.8,-1.9,0.326,0.497,103,154
"7307","Jeremy Moore",0,0.108,0.25,0.393,0,0.4,0.125,0.371,0.125,0.457,0.125,0.664,0.25,0.783,0,0.205,2.6,8.4,0.167,0.472,0,-0.5,0,58,-1.3,3.6,0.111,0.499,-39,155
"7316","Darin Mastroianni",0.076,0.162,0.262,0.224,0.29,1.28,0.206,0.375,0.271,0.517,0.28,0.485,0.551,0.691,0.074,0.074,7.5,10.3,0.274,0.447,3.1,3,19,34,-16.2,0.1,0.25,0.477,52,152
"7324","Chris Gimenez",0.108,0.184,0.245,0.313,0.44,1,0.218,0.407,0.307,0.565,0.344,0.693,0.652,0.831,0.126,0.194,2.8,5,0.275,0.468,-0.9,-1,101,61,-22.9,14.7,0.291,0.568,79,193
"7331","Seth Smith",0.106,0.153,0.195,0.21,0.54,1.11,0.261,0.693,0.344,0.835,0.446,0.996,0.79,0.968,0.185,0.164,4.3,7.4,0.3,0.735,-1.5,0.4,548,129,81.6,27.2,0.342,0.81,112,297
"7358","Michael Martinez",0.06,0.102,0.211,0.2,0.28,0.85,0.194,0.394,0.243,0.482,0.261,0.545,0.504,0.656,0.067,0.093,4,8.5,0.241,0.447,-1.2,-0.3,25,40,-45.3,-6.3,0.225,0.471,34,132
"7365","Matt Tolbert",0.071,0.136,0.154,0.166,0.46,1.37,0.23,0.414,0.288,0.515,0.319,0.53,0.607,0.738,0.089,0.082,6.6,7.1,0.27,0.464,0.5,0,51,22,-28.1,-0.9,0.272,0.486,63,145
"7389","David Adams",0.059,0.142,0.283,0.24,0.21,0.88,0.193,0.426,0.252,0.539,0.286,0.631,0.537,0.842,0.093,0.147,2.5,5.8,0.263,0.499,-0.1,-0.3,8,46,-8.4,10.1,0.243,0.537,46,189
"7392","Brad Glenn",0.063,0.125,0.313,0.365,0.2,0.54,0.067,0.399,0.125,0.498,0.067,0.716,0.192,0.796,0,0.21,0.1,5,0.1,0.465,0,-0.1,-1,74,-2.6,11,0.099,0.544,-51,181
"7399","Billy Butler",0.088,0.212,0.148,0.202,0.6,2.2,0.29,0.604,0.354,0.754,0.441,0.99,0.795,0.927,0.151,0.204,1.7,5.8,0.32,0.614,-5,0.8,773,115,121.5,30.4,0.345,0.757,114,262
"7407","Javy Guerra",0.125,0,0.5,0.067,0.25,0,0,0.1,0.167,0.1,0,0.1,0.167,0.1,0,0,0.1,0.2,0,0.1,0,0,-1,0,-1.6,-0.1,0.116,0.092,-42,-132
"7409","Xavier Scruggs",0.054,0.177,0.285,0.418,0.19,0.66,0.227,0.408,0.292,0.559,0.303,0.753,0.595,0.858,0.076,0.225,2.3,5.5,0.321,0.514,0.1,-0.5,10,86,-5,19.4,0.268,0.587,68,205
"7412","Paul Janish",0.074,0.135,0.143,0.226,0.52,1.11,0.212,0.436,0.28,0.545,0.284,0.62,0.564,0.787,0.072,0.13,3,5,0.245,0.495,-1.5,0.3,83,46,-67.7,3.8,0.256,0.537,52,177
"7419","Mike Nickeas",0.063,0.178,0.225,0.328,0.28,1.01,0.18,0.362,0.241,0.527,0.238,0.48,0.479,0.618,0.058,0.071,1.5,2,0.227,0.442,-0.6,-0.2,7,20,-14.6,-5,0.22,0.479,36,115
"7423","Shane Peterson",0.081,0.161,0.245,0.324,0.33,0.83,0.254,0.484,0.319,0.616,0.359,0.745,0.677,0.812,0.105,0.152,4.3,9.8,0.335,0.587,-0.2,1.5,32,70,-4.6,10.3,0.297,0.614,85,205
"7430","Drew Sutton",0.062,0.206,0.286,0.281,0.22,1.25,0.256,0.443,0.309,0.612,0.399,0.68,0.708,0.779,0.142,0.146,4.1,7.8,0.358,0.513,-1.5,-0.3,33,101,-2.2,17,0.311,0.59,92,190
"7435","Ben Zobrist",0.122,0.274,0.145,0.211,0.84,1.67,0.266,0.478,0.357,0.65,0.426,0.677,0.783,0.831,0.16,0.122,4.8,4.4,0.292,0.585,-2,0.1,920,20,131.5,5.7,0.342,0.594,116,217
"7436","Brandon Allen",0.108,0.173,0.352,0.322,0.31,1.06,0.203,0.432,0.29,0.56,0.375,0.765,0.665,0.861,0.172,0.213,4.6,6.7,0.294,0.495,0.4,0,35,65,-9.6,11.1,0.29,0.587,75,203
"7462","Trevor Plouffe",0.076,0.144,0.209,0.319,0.36,0.77,0.242,0.4,0.304,0.512,0.41,0.629,0.714,0.66,0.168,0.127,3,6.5,0.278,0.469,-4.2,-0.5,356,56,-9.5,0.4,0.312,0.515,94,146
"7468","Craig Tatum",0.084,0.114,0.174,0.323,0.48,0.59,0.223,0.375,0.291,0.465,0.264,0.567,0.554,0.698,0.041,0.133,2.6,3.4,0.272,0.449,0.2,-0.2,18,41,-16.1,1.1,0.255,0.471,50,129
"7471","Wyatt Toregas",0.094,0.136,0.203,0.274,0.46,0.88,0.164,0.426,0.25,0.539,0.182,0.664,0.432,0.748,0.018,0.148,0.1,2.9,0.205,0.475,0,-0.3,1,36,-6.2,3.1,0.209,0.544,20,162
"7476","Alex Avila",0.145,0.198,0.294,0.382,0.49,0.94,0.233,0.49,0.348,0.625,0.393,0.704,0.74,0.807,0.159,0.126,2.2,2.9,0.319,0.639,-4.6,-0.1,453,49,34.8,10.4,0.328,0.608,104,216
"7480","Mike Carp",0.09,0.158,0.243,0.28,0.37,1.01,0.254,0.486,0.33,0.604,0.414,0.78,0.744,0.857,0.16,0.178,2.8,4.3,0.317,0.531,-1.7,-0.4,122,80,10.3,14.5,0.328,0.611,107,198
"7485","Blake DeWitt",0.086,0.116,0.156,0.251,0.55,0.8,0.257,0.424,0.324,0.516,0.381,0.623,0.705,0.695,0.123,0.126,3.9,5.1,0.292,0.471,-0.3,-0.7,131,46,-14.4,-0.2,0.308,0.517,87,141
"7490","Josh Fields",0.087,0.233,0.295,0.236,0.29,1.52,0.234,0.54,0.303,0.689,0.421,0.834,0.724,1.045,0.187,0.201,3.1,6.4,0.298,0.642,-1.6,0.2,89,29,-8.3,8.2,0.317,0.684,86,269
"7498","Donny Lucy",0.068,0.105,0.318,0.382,0.21,0.51,0.25,0.402,0.318,0.503,0.425,0.551,0.743,0.643,0.175,0.091,3.7,6,0.36,0.512,0.2,0.8,5,35,0.1,-5.3,0.329,0.488,98,125
"7511","Carlos Moncrief",0.07,0.181,0.349,0.376,0.2,0.84,0.211,0.368,0.256,0.513,0.237,0.619,0.493,0.73,0.026,0.166,1.8,7.7,0.32,0.464,0,0.7,2,68,-3.7,10.2,0.22,0.516,33,159
"7513","Kyle Waldrop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,-0.5,0,0,-100,-162
"7515","Jhonatan Solano",0.046,0.075,0.12,0.176,0.38,0.66,0.184,0.356,0.222,0.415,0.301,0.505,0.523,0.656,0.117,0.11,3,3.6,0.193,0.382,-0.2,-0.3,5,25,-7.3,-6.8,0.226,0.416,37,108
"7528","Kevin Frandsen",0.047,0.153,0.094,0.169,0.5,1.11,0.258,0.666,0.312,0.793,0.348,1.217,0.66,1.206,0.09,0.319,3.3,4.8,0.277,0.677,-1.9,-0.4,129,24,-28.2,2.7,0.294,0.861,79,369
"7532","Ed Lucas",0.059,0.167,0.22,0.309,0.27,0.95,0.255,0.475,0.302,0.602,0.323,0.649,0.624,0.764,0.068,0.101,3.1,7,0.325,0.568,-0.5,0.6,48,56,-14.5,2.5,0.28,0.574,76,174
"7539","Neil Walker",0.089,0.126,0.181,0.225,0.49,0.89,0.267,0.373,0.338,0.477,0.426,0.586,0.764,0.694,0.159,0.143,3.5,4.6,0.303,0.418,-6.3,-0.2,659,28,67.3,2.2,0.333,0.488,111,150
"7554","Jarrett Hoffpauir",0.113,0.202,0.132,0.161,0.86,2.41,0.217,0.547,0.308,0.696,0.283,0.817,0.59,0.808,0.065,0.144,0.3,6.5,0.256,0.566,0,-0.6,4,96,-2.1,7.1,0.275,0.677,64,213
"7571","Lonnie Chisenhall",0.064,0.149,0.185,0.3,0.34,0.95,0.268,0.412,0.32,0.53,0.427,0.713,0.747,0.754,0.159,0.184,4,5.4,0.307,0.456,0.4,0.1,284,48,16.3,9.7,0.323,0.557,102,174
"7577","Marc Krauss",0.078,0.202,0.299,0.328,0.26,1.01,0.188,0.439,0.255,0.584,0.324,0.771,0.579,0.885,0.136,0.215,2.1,6.3,0.245,0.515,0.1,-0.6,30,74,-17.7,16.5,0.26,0.603,62,212
